"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","3.2","12.7","132.1","152","822","0","71"
"2","6.3","24.9","122.8","189","950","21","76"
"3","9.3","37.2","128.0","167","874","20","83"
"4","12.4","49.5","127.1","170","886","20","92"
"5","15.5","61.9","125.6","177","907","20","99"
"6","18.6","74.2","126.2","174","899","20","103"
"7","21.2","84.2","126.2","174","899","20","107"
"8","24.3","96.7","125.7","176","906","20","108"
"9","27.4","109.1","125.2","178","913","20","108"
"10","29.9","119.2","125.2","178","913","20","109"
"11","33.0","131.5","125.7","176","906","20","110"
"12","36.1","143.9","126.2","174","899","20","111"
"13","39.2","156.3","125.8","176","905","20","111"
"14","42.3","168.5","126.8","172","890","20","111"
"15","44.8","178.5","126.8","172","890","20","112"
"16","47.9","190.8","126.2","174","899","20","113"
"17","51.0","203.1","125.9","175","903","20","116"
"18","54.1","215.7","125.7","176","906","21","117"
"19","56.7","225.7","125.7","176","906","21","118"
"20","59.8","238.1","125.9","175","903","20","119"
"21","62.8","250.5","124.9","180","918","21","118"
"22","65.4","260.5","124.9","180","918","21","117"
"23","68.5","272.7","126.3","174","897","20","116"
"24","71.6","284.8","127.5","169","881","20","118"
"25","74.6","297.2","127.4","169","882","20","121"
"26","77.7","309.4","126.8","172","890","20","124"
"27","80.8","321.5","127.8","168","877","20","125"
"28","83.4","331.5","127.8","168","877","20","127"
"29","86.5","343.8","127.0","171","888","20","129"
"30","89.6","356.2","126.0","175","902","20","131"
"31","92.6","368.3","127.7","168","878","20","133"
"32","95.2","378.2","127.7","168","878","20","133"
"33","98.3","390.5","126.9","171","889","20","134"
"34","101.4","402.7","126.5","173","895","20","132"
"35","104.5","415.1","127.3","170","883","21","132"
"36","107.0","424.9","127.3","170","883","21","132"
"37","110.1","437.1","127.9","167","875","20","132"
"38","113.2","449.5","126.8","172","890","20","133"
"39","116.3","461.7","125.8","176","905","20","134"
"40","119.4","474.1","126.6","172","893","20","134"
"41","122.5","486.3","127.1","170","886","20","135"
"42","125.5","498.5","127.2","170","885","20","135"
"43","128.1","508.4","127.2","170","885","20","136"
"44","131.2","520.6","126.6","172","893","20","136"
"45","134.3","532.9","127.4","169","882","19","136"
"46","137.4","545.2","126.9","171","889","20","136"
"47","140.4","557.5","125.9","175","903","21","135"
"48","143.5","569.8","125.9","175","903","20","135"
"49","146.6","582.0","127.2","170","885","20","133"
"50","149.2","592.0","127.2","170","885","20","133"
"51","152.3","604.2","127.3","170","883","20","134"
"52","155.3","616.5","126.5","173","895","20","134"
"53","158.4","628.8","126.2","174","899","20","136"
"54","161.5","641.1","126.5","173","895","20","137"
"55","164.1","651.1","126.5","173","895","20","137"
"56","167.2","663.4","125.8","176","905","20","137"
"57","170.3","675.6","126.4","173","896","20","138"
"58","173.3","687.8","127.1","170","886","20","138"
"59","176.4","700.0","127.5","169","881","20","139"
"60","179.5","712.2","127.0","171","888","20","139"
"61","182.6","724.4","127.1","170","886","20","138"
"62","185.7","736.6","127.3","170","883","20","138"
"63","188.8","748.8","127.5","169","881","20","138"
"64","191.9","760.9","127.6","168","879","20","139"
"65","194.9","773.1","127.2","170","885","19","140"
"66","198.0","785.4","126.6","172","893","20","140"
"67","200.6","795.4","126.6","172","893","20","140"
"68","203.7","807.5","126.3","174","897","20","138"
"69","206.8","819.7","127.1","170","886","20","138"
"70","209.9","832.1","126.7","172","892","20","138"
"71","213.0","844.4","125.8","176","905","20","139"
"72","216.1","856.8","126.6","172","893","20","139"
"73","219.2","869.1","126.7","172","892","20","138"
"74","222.3","881.3","127.1","170","886","19","138"
"75","225.3","893.6","126.7","172","892","20","138"
"76","227.9","903.5","126.7","172","892","20","138"
"77","231.0","915.8","126.3","174","897","20","139"
"78","234.1","928.1","126.6","172","893","20","140"
"79","237.2","940.2","126.4","173","896","20","140"
"80","240.3","952.6","127.2","170","885","19","140"
"81","243.4","965.0","126.1","175","900","20","140"
"82","246.4","977.5","125.6","177","907","21","140"
"83","249.0","987.4","125.6","177","907","21","138"
"84","252.1","999.7","126.1","175","900","20","134"
"85","255.2","1012.1","126.1","175","900","20","132"
"86","258.3","1024.3","127.0","171","888","20","134"
"87","261.4","1036.6","126.9","171","889","20","138"
"88","264.4","1048.8","127.1","170","886","20","140"
"89","267.0","1058.7","127.1","170","886","20","140"
"90","270.1","1070.9","127.3","170","883","20","140"
"91","273.2","1083.1","127.4","169","882","20","141"
"92","276.3","1095.2","126.9","171","889","20","139"
"93","279.4","1107.5","127.5","169","881","20","137"
"94","282.4","1119.8","126.0","175","902","20","138"
"95","285.5","1132.0","126.7","172","892","20","139"
"96","288.1","1142.0","126.7","172","892","20","140"
"97","291.2","1154.3","126.7","172","892","20","141"
"98","294.2","1166.5","126.7","172","892","20","141"
"99","297.3","1178.7","126.2","174","899","20","142"
"100","300.4","1191.1","126.4","173","896","20","142"
"101","303.5","1203.3","125.9","175","903","20","141"
"102","306.6","1215.6","126.7","172","892","20","141"
"103","309.2","1225.5","126.7","172","892","20","141"
"104","312.3","1237.9","127.3","170","883","20","140"
"105","315.3","1250.1","126.4","173","896","20","141"
"106","318.4","1262.4","126.8","172","890","20","141"
"107","321.5","1274.6","126.1","175","900","20","140"
"108","324.1","1284.5","126.1","175","900","20","139"
"109","327.1","1296.7","126.9","171","889","20","139"
"110","330.2","1309.1","126.6","172","893","20","140"
"111","333.3","1321.3","126.4","173","896","20","142"
"112","336.4","1333.6","127.2","170","885","20","144"
"113","339.5","1345.6","127.1","170","886","20","145"
"114","342.6","1357.8","127.7","168","878","20","144"
"115","345.1","1367.7","127.7","168","878","20","143"
"116","348.2","1379.9","126.9","171","889","20","143"
"117","351.3","1392.2","127.1","170","886","20","145"
"118","354.4","1404.6","127.0","171","888","20","145"
"119","357.5","1416.8","127.1","170","886","20","144"
"120","360.6","1429.0","127.5","169","881","20","145"
"121","363.2","1439.0","127.5","169","881","20","145"
"122","366.2","1451.2","126.7","172","892","20","144"
"123","369.3","1463.4","126.8","172","890","20","143"
"124","372.4","1475.6","127.0","171","888","20","142"
"125","375.5","1487.9","126.6","172","893","20","142"
"126","378.6","1500.1","126.2","174","899","20","142"
"127","381.7","1512.4","126.8","172","890","20","142"
"128","384.8","1524.9","125.5","177","909","20","142"
"129","387.3","1534.8","125.5","177","909","20","140"
"130","390.4","1547.0","126.4","173","896","20","139"
"131","393.5","1559.5","127.1","170","886","20","138"
