"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","0.8","3.5","128.1","167","873","0","87"
"2","3.4","14.4","118.2","212","1029","23","90"
"3","6.5","26.6","126.8","172","890","19","94"
"4","9.1","36.7","126.8","172","890","19","98"
"5","12.2","49.4","124.8","180","919","20","103"
"6","15.3","62.0","122.7","189","952","21","108"
"7","17.8","72.2","124.4","182","925","20","109"
"8","20.9","84.7","124.4","182","925","21","108"
"9","24.0","97.4","124.5","181","924","20","109"
"10","27.1","109.9","124.8","180","919","20","110"
"11","29.7","119.8","124.8","180","919","20","110"
"12","32.8","132.4","125.4","177","910","20","111"
"13","35.9","144.9","124.7","180","921","20","113"
"14","39.0","157.5","124.6","181","922","20","115"
"15","41.5","167.6","124.6","181","922","20","116"
"16","44.6","180.1","125.3","178","912","20","116"
"17","47.7","192.5","125.0","179","916","20","116"
"18","50.8","205.0","125.0","179","916","20","117"
"19","53.4","215.1","125.0","179","916","20","119"
"20","56.4","227.5","124.7","180","921","20","122"
"21","59.5","239.9","125.0","179","916","20","123"
"22","62.6","252.2","125.3","178","912","20","123"
"23","65.7","264.4","126.2","174","899","20","123"
"24","68.3","274.6","126.2","174","899","20","124"
"25","71.3","286.9","125.9","175","903","20","125"
"26","74.4","299.3","125.3","178","912","20","124"
"27","77.5","311.6","126.3","174","897","20","125"
"28","80.6","323.9","126.3","174","897","20","126"
"29","83.2","333.9","126.3","174","897","20","126"
"30","86.3","346.2","126.3","174","897","20","127"
"31","89.4","358.9","125.3","178","912","20","129"
"32","92.5","371.2","125.8","176","905","20","131"
"33","95.0","381.2","125.8","176","905","20","131"
"34","98.1","393.6","126.3","174","897","20","131"
"35","101.2","406.0","126.2","174","899","21","132"
"36","104.3","418.3","126.1","175","900","20","134"
"37","106.9","428.3","126.1","175","900","20","133"
"38","109.9","440.6","126.6","172","893","20","133"
"39","113.0","452.9","126.0","175","902","20","132"
"40","116.1","465.2","125.9","175","903","20","131"
"41","119.2","477.4","126.5","173","895","19","132"
"42","122.3","489.8","126.9","171","889","20","133"
"43","125.4","502.2","125.6","177","907","20","131"
"44","128.0","512.4","125.6","177","907","20","132"
"45","131.0","525.0","125.0","179","916","21","132"
"46","134.1","537.4","125.4","177","910","20","128"
"47","137.2","549.7","126.1","175","900","20","125"
"48","139.8","559.9","126.1","175","900","20","126"
"49","142.9","572.1","125.6","177","907","21","128"
"50","146.0","584.4","126.4","173","896","20","133"
"51","149.1","596.7","126.5","173","895","20","135"
"52","152.2","609.2","124.7","180","921","21","134"
"53","154.7","619.4","124.7","180","921","21","132"
"54","157.8","631.9","124.0","184","931","21","127"
"55","160.9","644.4","125.1","179","915","20","126"
"56","164.0","656.8","125.9","175","903","20","125"
"57","166.6","666.8","125.9","175","903","20","125"
"58","169.7","678.9","126.4","173","896","20","125"
"59","172.7","691.3","127.6","168","879","20","129"
"60","175.8","703.7","125.5","177","909","20","129"
"61","178.4","713.8","125.5","177","909","20","129"
"62","181.5","726.1","125.7","176","906","20","128"
"63","184.6","738.3","126.1","175","900","20","127"
"64","187.6","750.5","126.8","172","890","20","130"
"65","190.7","762.7","127.2","170","885","20","133"
"66","193.8","775.0","126.1","175","900","20","135"
"67","196.4","785.0","126.1","175","900","20","135"
"68","199.4","797.3","126.2","174","899","20","135"
"69","202.6","809.9","126.2","174","899","20","134"
"70","205.6","822.3","125.2","178","913","20","135"
"71","208.7","834.5","127.0","171","888","19","134"
"72","211.8","846.7","127.0","171","888","20","135"
"73","214.4","856.6","127.0","171","888","20","135"
"74","217.5","869.0","126.6","172","893","20","134"
"75","220.6","881.3","126.1","175","900","20","132"
"76","223.1","891.5","126.1","175","900","20","132"
"77","226.2","903.8","125.7","176","906","20","132"
"78","229.3","916.1","125.7","176","906","21","130"
"79","232.4","928.5","126.0","175","902","20","128"
"80","235.5","940.8","126.5","173","895","20","128"
"81","238.0","950.7","126.5","173","895","20","130"
"82","241.1","962.9","126.4","173","896","20","131"
"83","244.2","975.1","127.3","170","883","20","131"
"84","246.8","985.2","127.1","170","886","20","130"
"85","249.9","997.5","126.7","172","892","21","129"
"86","252.9","1009.8","126.9","171","889","21","129"
"87","256.0","1022.0","126.3","174","897","20","130"
"88","259.1","1034.3","126.2","174","899","20","132"
"89","262.2","1046.5","126.7","172","892","19","133"
"90","265.3","1058.8","126.7","172","892","20","134"
"91","268.4","1070.9","128.0","167","874","19","134"
"92","271.5","1083.2","126.2","174","899","20","135"
"93","274.0","1093.2","126.2","174","899","20","137"
"94","277.1","1105.6","125.5","177","909","20","139"
"95","280.2","1118.1","125.6","177","907","20","138"
"96","283.3","1130.4","125.6","177","907","20","139"
"97","286.4","1142.8","125.9","175","903","20","140"
"98","289.0","1152.9","125.9","175","903","20","140"
"99","292.1","1165.4","125.6","177","907","20","139"
"100","295.1","1177.8","125.5","177","909","20","135"
"101","297.7","1187.8","125.5","177","909","20","134"
"102","300.8","1200.1","126.1","175","900","20","133"
"103","303.9","1212.5","125.8","176","905","21","133"
"104","306.5","1222.7","125.8","176","905","21","133"
"105","309.6","1235.3","124.8","180","919","21","132"
"106","312.6","1247.6","124.5","181","924","21","131"
"107","315.7","1259.8","127.2","170","885","20","131"
"108","318.8","1272.0","127.0","171","888","20","134"
"109","321.9","1284.3","125.8","176","905","20","136"
"110","325.0","1296.6","125.8","176","905","20","139"
"111","327.5","1306.5","125.8","176","905","20","140"
"112","330.6","1318.8","126.8","172","890","20","141"
"113","333.7","1331.1","126.4","173","896","20","143"
"114","336.8","1343.5","125.5","177","909","21","142"
"115","339.3","1353.6","125.5","177","909","21","138"
"116","342.4","1366.1","125.1","179","915","21","136"
"117","345.5","1378.4","124.9","180","918","20","133"
"118","348.6","1390.6","126.8","172","890","20","135"
"119","351.7","1402.9","125.8","176","905","20","137"
"120","354.8","1415.4","125.1","179","915","20","139"
"121","357.3","1425.4","125.1","179","915","20","140"
"122","360.4","1437.9","125.5","177","909","20","141"
"123","363.5","1450.2","126.4","173","896","20","141"
"124","366.1","1460.2","126.4","173","896","20","142"
"125","369.2","1472.6","126.0","175","902","20","142"
"126","372.2","1485.2","124.1","183","930","21","144"
"127","374.8","1495.3","124.1","183","930","21","144"
"128","377.9","1507.8","124.7","180","921","20","145"
"129","381.0","1520.3","125.0","179","916","20","146"
"130","384.1","1532.7","125.6","177","907","20","145"
"131","387.2","1545.1","125.9","175","903","20","145"
"132","389.7","1555.1","125.9","175","903","20","144"
"133","392.8","1567.5","125.9","175","903","20","144"
"134","395.9","1579.9","125.7","176","906","20","143"
"135","398.5","1590.1","125.3","178","912","20","143"
"136","401.6","1602.7","124.0","184","931","21","143"
