"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","2.7","11.6","126.1","175","900","0","80"
"2","5.8","24.2","117.5","216","1042","25","91"
"3","8.9","37.0","121.9","193","964","20","98"
"4","12.0","49.8","122.2","192","960","21","104"
"5","14.6","60.2","122.2","192","960","21","110"
"6","17.7","72.8","122.2","192","960","20","114"
"7","20.8","85.3","123.4","186","941","20","116"
"8","23.8","97.8","124.4","182","925","21","116"
"9","26.9","110.4","123.7","185","936","20","117"
"10","29.5","120.6","123.7","185","936","20","117"
"11","32.5","133.0","122.7","189","952","20","117"
"12","35.7","145.3","125.2","178","913","19","119"
"13","38.7","157.5","126.9","171","889","20","121"
"14","41.8","170.0","126.5","173","895","20","121"
"15","44.9","182.4","124.4","182","925","20","122"
"16","48.0","194.9","124.6","181","922","19","125"
"17","51.1","207.3","124.1","183","930","20","127"
"18","54.2","219.6","125.8","176","905","19","128"
"19","57.3","232.0","125.8","176","905","20","128"
"20","60.4","244.4","125.2","178","913","20","130"
"21","63.5","256.8","125.2","178","913","20","131"
"22","66.5","269.3","124.7","180","921","20","132"
"23","69.6","281.7","124.1","183","930","20","134"
"24","72.7","294.2","124.9","180","918","20","135"
"25","75.8","306.5","124.9","180","918","19","135"
"26","78.9","318.9","125.1","179","915","20","135"
"27","82.0","331.4","124.6","181","922","20","135"
"28","84.5","341.4","124.6","181","922","20","136"
"29","87.6","354.0","124.7","180","921","20","137"
"30","90.7","366.6","123.3","187","942","20","137"
"31","93.8","379.1","122.7","189","952","19","137"
"32","96.9","391.4","124.5","181","924","19","137"
"33","100.0","403.9","125.3","178","912","19","138"
"34","103.1","416.4","124.1","183","930","20","139"
"35","106.1","428.6","124.8","180","919","20","139"
"36","109.2","441.0","126.8","172","890","19","140"
"37","112.3","453.6","124.5","181","924","20","140"
"38","115.4","466.1","123.8","184","934","20","141"
"39","118.5","478.5","124.6","181","922","20","142"
"40","121.6","490.8","124.9","180","918","19","143"
"41","124.7","503.4","124.0","184","931","20","142"
"42","127.7","515.8","124.4","182","925","20","142"
"43","130.8","528.3","124.5","181","924","20","143"
"44","133.9","540.7","125.1","179","915","19","145"
"45","136.5","550.7","125.1","179","915","19","145"
"46","139.6","563.2","124.5","181","924","20","145"
"47","142.7","575.7","123.9","184","933","20","145"
"48","145.7","588.1","124.8","180","919","19","144"
"49","148.8","600.5","124.9","180","918","20","145"
"50","151.9","612.8","125.7","176","906","20","144"
"51","155.0","625.4","125.6","177","907","20","144"
"52","158.1","637.9","124.8","180","919","20","144"
"53","161.2","650.3","124.6","181","922","20","145"
"54","164.3","662.8","124.8","180","919","20","146"
"55","166.9","672.8","124.8","180","919","20","146"
"56","169.9","685.2","125.0","179","916","20","145"
"57","173.0","697.5","125.0","179","916","20","145"
"58","176.1","710.0","125.3","178","912","20","144"
"59","179.2","722.4","125.4","177","910","20","145"
"60","182.3","734.9","124.7","180","921","20","145"
"61","185.4","747.1","125.3","178","912","20","143"
"62","188.4","759.5","125.9","175","903","19","143"
"63","191.5","771.8","125.6","177","907","20","144"
"64","194.6","784.1","125.4","177","910","20","144"
"65","197.7","796.6","124.4","182","925","20","146"
"66","200.8","808.9","125.5","177","909","20","147"
"67","203.3","818.9","125.5","177","909","20","147"
"68","206.4","831.3","125.7","176","906","20","146"
"69","209.5","843.7","125.1","179","915","20","145"
"70","212.6","856.1","124.9","180","918","20","146"
"71","215.7","868.6","125.3","178","912","20","148"
"72","218.8","881.0","124.4","182","925","20","149"
"73","221.8","893.4","124.9","180","918","20","148"
"74","224.9","905.9","125.1","179","915","20","148"
